date,production_rate_pct,burner_load_pct,o2_pct,temperature_C,online_CO_mg_Nm3,audit_CO_mg_Nm3,online_exceed,audit_exceed,anomaly_period,month
2024-11-25,70.7,72.5,4.89,865.6,144.9,295.5,False,False,False,2024-11
2024-11-26,68.3,67.4,5.23,857.2,136.2,277.8,False,False,False,2024-11
2024-11-27,64.9,65.9,4.15,864.7,147.3,300.5,False,False,False,2024-11
2024-11-28,69.0,65.3,5.34,865.9,146.1,298.1,False,False,False,2024-11
2024-11-29,66.2,68.9,4.48,863.4,159.7,325.9,False,False,False,2024-11
2024-11-30,73.0,72.4,4.89,878.7,166.4,339.4,False,False,False,2024-11
2024-12-01,68.7,67.1,4.66,851.4,167.4,341.6,False,False,False,2024-12
2024-12-02,66.1,69.3,4.61,861.6,143.0,291.7,False,False,False,2024-12
2024-12-03,68.3,66.2,5.35,853.7,147.4,300.7,False,False,False,2024-12
2024-12-04,71.4,67.2,4.86,845.7,129.0,263.1,False,False,False,2024-12
2024-12-05,67.7,63.1,5.1,855.0,139.9,285.5,False,False,False,2024-12
2024-12-06,66.9,68.7,4.99,861.5,162.1,330.6,False,False,False,2024-12
2024-12-07,71.3,67.5,5.14,873.1,170.2,347.2,False,False,False,2024-12
2024-12-08,71.5,76.8,5.02,877.2,134.6,274.5,False,False,False,2024-12
2024-12-09,68.7,62.5,4.62,846.8,142.6,290.9,False,False,False,2024-12
2024-12-10,69.1,74.1,5.3,883.8,149.7,305.3,False,False,False,2024-12
2024-12-11,72.1,72.7,4.85,877.0,153.5,313.1,False,False,False,2024-12
2024-12-12,65.5,65.2,4.53,863.0,139.9,285.4,False,False,False,2024-12
2024-12-13,65.9,64.3,4.87,855.3,155.3,316.8,False,False,False,2024-12
2024-12-14,68.9,70.1,5.45,856.4,144.1,293.9,False,False,False,2024-12
2024-12-15,71.1,71.0,5.26,862.2,149.8,305.6,False,False,False,2024-12
2024-12-16,73.4,76.7,4.9,880.7,156.8,319.9,False,False,False,2024-12
2024-12-17,78.2,78.6,4.9,889.4,150.1,306.2,False,False,False,2024-12
2024-12-18,76.0,76.4,4.9,884.0,144.5,294.9,False,False,False,2024-12
2024-12-19,72.1,71.0,5.62,861.3,148.6,303.2,False,False,False,2024-12
2024-12-20,72.9,72.7,5.11,858.3,148.9,303.7,False,False,False,2024-12
2024-12-21,69.1,70.1,5.13,865.2,145.4,296.6,False,False,False,2024-12
2024-12-22,73.3,68.1,5.31,847.6,146.8,299.4,False,False,False,2024-12
2024-12-23,72.4,68.4,5.07,864.6,170.0,346.8,False,False,False,2024-12
2024-12-24,75.1,77.3,4.92,871.6,157.0,320.3,False,False,False,2024-12
2024-12-25,70.7,71.2,4.94,861.7,146.3,298.5,False,False,False,2024-12
2024-12-26,76.2,75.7,4.98,858.1,158.7,323.8,False,False,False,2024-12
2024-12-27,80.5,80.6,4.99,880.8,145.8,297.5,False,False,False,2024-12
2024-12-28,74.2,75.2,5.22,866.0,164.7,335.9,False,False,False,2024-12
2024-12-29,76.4,74.8,5.02,860.4,154.6,315.4,False,False,False,2024-12
2024-12-30,77.8,75.4,5.22,847.5,148.7,303.3,False,False,False,2024-12
